nr_ucz zach rel_ety jpol jang jniem mat his geo bio fiz che tech inf plas po wf sred
9201 wzorowe 5 5 5 5 5 4 4 4 4 4 5     5,00
9202 wzorowe 5 4 5 5 5 4 3 3 4 4 4 4    5,00
9211 dobre 3 5 5 3 2 3 3 2 3 3 3     3,00
9217 wzorowe 6 4 5 5 5 5 4 5 5 4 4 5    6,00
9224 dobre 5 4 4 4 3 3 3 4 3 3 4 4    5,00
9231 poprawne 3 3 5 4 2 2 4 3 3 2 3     3,00
9233 wzorowe 5 4 4 4 4 4 3 4 5 5 6 4    5,00
9234 nieodpowiednie 3 3 4 5 3 3 3 3 2 2 4 3    3,00
9241 dobre 4 4 4 5 4 4 3 4 3 3 4 4    4,00
9248 poprawne 3 3 3 3 2 2 2 2 2 3 5 3    3,00
9254 dobre 5 3 4 5 4 3 3 3 3 4 6 4    5,00
9257 dobre 4 4 4 4 4 3 4 4 4 5 4     4,00
9265 wzorowe 5 4 5 5 5 3 4 4 4 3 6 4    5,00
9291 dobre 3 3 4 4 4 3 3 3 3 3 4 3    3,00
9299 nieodpowiednie 3 4 4 3 2 3 4 3 2 3 3 3    3,00
9311 wzorowe 5 5 5 5 5 6 5 5 5 5 5     5,00
9327 nieodpowiednie 3 3 3 2 2 3 2 3 2 3      3,00
9343 poprawne 3 3 4 3 2 3 2 3 3 2 3 3    3,00
9353 dobre 3 4 6 5 4 4 4 3 3 4 4 4    3,00
9370 poprawne 3 4 3 4 2 2 3 2 2 2 3 3    3,00
9386 wzorowe 5 4 4 5 5 4 4 5 4 4 4     5,00
9416 dobre 4 4 4 5 3 3 4 4 4 4 4     4,00
9421 wzorowe 5 4 5 5 4 5 4 5 4 5 4 5    5,00
9430 wzorowe 5 4 5 5 5 6 4 5 5 4 4 5    5,00
9437 dobre 5 4 4 4 2 4 3 2 3 3 4 3    5,00
9457 dobre 5 3 5 4 3 3 3 2 3 4 4 4    5,00
9473 dobre 5 4 5 5 4 3 4 4 3 4 4 4    5,00
9478 dobre 3 4 6 5 3 3 4 4 3 4 4 4    3,00
9481 dobre 4 3 3 4 4 2 2 4 3 4 4 3    4,00
9483 poprawne 3 3 4 3 2 2 2 2 2 2 5 3    3,00
9486 wzorowe 5 5 5 5 5 5 3 4 4 4 5 5    5,00
9494 wzorowe 4 4 6 5 3 4 4 4 3 4 4 4    4,00
9504 wzorowe 5 4 4 5 2 3 4 4 3 2 5 6 3 4 4 4,43
9551 dobre 3 3 2 2 3 3 3 2 2 5 5 3 3   3,00
9562 dobre 4 3 4 4 3 3 3 3 3 3 5 5 4 4  4,00
9566 dobre 4 5 6 4 4 5 4 4 5 4 5 5 5   4,00
9567 dobre 4 4 4 2 2 3 3 3 3 2 5 5 4 3  4,00
9568 dobre 4 3 3 3 2 3 3 3 3 4 5 5 6 4  4,00
9575 dobre 4 4 4 4 3 3 4 3 2 3 4 5 4 4  4,00
9593 poprawne 4 2 3 4 2 2 3 3 4 3 3 5 3 3  4,00
9595 dobre 6 4 5 3 3 3 4 4 3 4 5 5 4 4  6,00
9605 dobre 5 3 4 4 3 2 3 3 3 3 4 5 4 4  5,00
9607 dobre 3 3 3 2 2 4 3 3 3 3 5 5 4 3  3,00
9611 dobre 3 3 4 3 2 2 2 4 3 2 5 5 3 3  3,00
9614 dobre 4 4 5 3 4 3 3 3 3 4 5 5 5 4  4,00
9621 dobre 4 3 4 4 3 3 2 3 3 3 5 5 4 4  4,00
9643 wzorowe 5 4 5 4 3 3 4 4 3 3 5 5 6 4  5,00
9644 dobre 2 2 2 2 2 2 3 3 2 4 5 3 3   2,00
9645 dobre 3 3 3 3 3 2 3 3 3 3 5 5 5 3  3,00
9649 dobre 4 4 5 4 3 3 4 4 3 3 5 5 3 4  4,00
9651 wzorowe 5 5 5 5 5 5 5 5 3 4 5 5 4 5  5,00
9682 poprawne 4 2 3 3 3 3 2 4 3 3 3 5 4 3  4,00
9699 dobre 5 3 4 4 4 3 4 4 3 3 5 5 5 4  5,00
9705 dobre 5 3 5 4 4 4 4 4 3 3 5 5 4   5,00
9708 wzorowe 5 4 5 5 4 4 4 4 3 4 5 5 5 4  5,00
9710 wzorowe 5 5 6 5 3 4 5 4 3 5 5 5 5   5,00
9714 wzorowe 6 5 4 4 4 4 4 5 3 4 5 5 6 5  6,00
9716 dobre 6 3 4 5 3 4 4 4 3 3 5 5 4 4  6,00
9745 dobre 4 4 3 3 2 3 2 3 3 3 4 5 3   4,00
9749 dobre 6 3 4 3 2 3 3 3 3 4 4 5 3 4  6,00
9751 wzorowe 5 4 4 5 4 4 5 5 3 4 5 5 4   5,00
9754 dobre 4 4 4 4 3 3 3 3 3 4 5 5 4   4,00
9770 dobre 3 2 4 3 2 3 3 3 3 4 5 5 5 3  3,00
9779 dobre 3 2 4 4 3 3 4 3 3 3 3 5 4 3  3,00
9788 dobre 5 2 3 3 2 3 3 3 3 3 5 5 4 3  5,00
9802 poprawne 3 4 4 3 2 2 2 2 2 3 3 3    3,00
9803 wzorowe 5 5 5 6 5 5 5 4 5 5 6 5 5 5 5 5,04
9804 wzorowe 5 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4,57
9805 wzorowe 6 4 4 4 4 5 4 3 3 3 6 6 4 4  6,00
9806 dobre 4 4 4 2 4 3 4 3 3 5 5 5 4   4,00
9810 wzorowe 5 4 3 4 3 4 4 4 4 4 4 5 4 6 4 4,57
9811 wzorowe 6 4 3 3 3 3 4 4 3 3 5 5 3 4 4 4,90
9812 dobre 5 2 3 3 3 3 2 3 3 3 4 4 3 3  5,00
9818 wzorowe 5 5 5 5 4 5 3 4 4 4 5 5 4 4 4 4,72
9819 dobre 3 4 4 4 3 3 3 3 3 3 4 5 4 6 4 3,36
9824 wzorowe 4 3 5 3 3 5 3 4 4 4 5 5 4 4 4 4,00
9825 dobre 4 3 4 3 4 3 3 3 3 4 5 5 3 4 4 3,82
9826 dobre 4 3 3 2 2 3 3 2 3 3 4 5 2 3  4,00
9829 wzorowe 4 4 4 4 4 5 4 3 5 5 5 6 4 4 4 4,18
9830 wzorowe 5 4 5 5 4 5 5 5 4 4 6 6 5 5  5,00
9831 wzorowe 4 4 4 3 3 4 5 3 4 4 5 5 4 4  4,00
9832 dobre 5 3 2 3 3 2 3 2 2 3 3 4 4 3  5,00
9833 wzorowe 4 5 5 5 4 5 5 4 5 5 6 6 5 5 5 4,47
9836 dobre 5 3 4 3 4 3 4 4 4 4 4 4 2 4 4 4,36
9840 wzorowe 4 4 5 6 4 5 5 4 5 5 6 6 5 4 5 4,43
9842 dobre 5 3 3 3 2 3 3 2 2 2 3 4 3 3  5,00
9844 poprawne 3 3 3 2 3 3 3 3 3 2 4 4 2 4 3 3,00
9845 wzorowe 5 5 5 5 5 5 5 4 5 5 6 6 4 4 5 4,97
9848 dobre 5 4 2 4 2 2 2 3 2 3 4 5 2 3 3 4,04
9852 wzorowe 5 5 5 5 4 5 4 4 4 5 5 6 4 3 5 4,79
9854 dobre 4 3 4 4 3 4 3 3 3 3 5 4 4 5 4 3,86
9856 wzorowe 6 5 5 5 4 5 5 4 5 5 5 6 5 4 5 5,47
9858 wzorowe 5 5 5 6 4 5 5 4 4 4 6 6 4 4 5 4,90
9859 dobre 4 3 3 4 3 4 3 3 4 4 5 5 4 5 4 3,93
9860 wzorowe 5 4 4 4 4 5 4 4 3 3 6 6 4 4 4 4,65
9867 dobre 4 4 4 3 3 4 4 3 4 4 4 5 3 5 4 3,93
9870 wzorowe 5 3 4 4 3 4 4 3 3 3 6 5 5 6 4 4,57
9871 dobre 5 4 5 6 4 4 4 3 4 4 5 5 5 4 4 4,72
9873 wzorowe 6 4 5 5 5 3 4 4 4 5 6 6 4 5  6,00
9876 dobre 4 3 3 2 2 3 3 2 3 2 4 4 3 3 3 3,47
9877 wzorowe 5 3 4 3 3 3 3 3 3 5 4 5 4 5 4 4,40
